id,name,open,labeled,commented,closed
MDU6SXNzdWU1ODcwMDc1Mjk=,https://github.com/swagger-api/swagger-editor/issues/2125,2020-03-24T14:36:48Z,,2020-03-24T14:39:41Z,
MDU6SXNzdWU1ODk3OTA1ODM=,https://github.com/swagger-api/swagger-editor/issues/2127,2020-03-29T13:21:22Z,,2020-03-29T13:33:47Z,2020-03-29T15:18:51Z
MDU6SXNzdWU1ODk4MDI0NzM=,https://github.com/swagger-api/swagger-editor/issues/2128,2020-03-29T14:18:31Z,,2020-03-29T17:14:50Z,2020-03-29T17:14:50Z
MDU6SXNzdWU1OTA1MzU3Mzk=,https://github.com/swagger-api/swagger-editor/issues/2129,2020-03-30T19:29:06Z,2020-10-06T22:45:04Z,,
MDU6SXNzdWU1OTIwMjY1NjM=,https://github.com/swagger-api/swagger-editor/issues/2130,2020-04-01T15:59:22Z,,2020-06-16T17:38:26Z,2020-06-16T17:38:26Z
MDU6SXNzdWU1OTMwODYzMDI=,https://github.com/swagger-api/swagger-editor/issues/2131,2020-04-03T05:25:57Z,2020-04-04T11:12:27Z,2020-04-03T22:29:27Z,2020-04-21T09:20:23Z
MDU6SXNzdWU1OTMzNTUzMTM=,https://github.com/swagger-api/swagger-editor/issues/2132,2020-04-03T12:42:51Z,,2020-04-03T22:40:22Z,2020-04-03T22:40:22Z
MDU6SXNzdWU1OTY1Mjc4Mjg=,https://github.com/swagger-api/swagger-editor/issues/2136,2020-04-08T12:06:46Z,,2020-04-08T13:34:20Z,2020-04-08T13:34:20Z
MDU6SXNzdWU2MDExOTYwNzE=,https://github.com/swagger-api/swagger-editor/issues/2139,2020-04-16T15:55:48Z,2020-10-06T22:44:33Z,,
MDU6SXNzdWU2MDQ3MDE1NTY=,https://github.com/swagger-api/swagger-editor/issues/2141,2020-04-22T12:01:50Z,2020-10-06T22:42:18Z,,
MDU6SXNzdWU2MDU2MDMwOTg=,https://github.com/swagger-api/swagger-editor/issues/2143,2020-04-23T14:50:07Z,2020-10-06T22:43:03Z,2020-04-23T15:27:34Z,
MDU6SXNzdWU2MDYwMjEyODA=,https://github.com/swagger-api/swagger-editor/issues/2144,2020-04-24T03:57:58Z,2020-10-06T22:43:29Z,,
MDU6SXNzdWU2MTMzNjgwMjY=,https://github.com/swagger-api/swagger-editor/issues/2146,2020-05-06T14:32:42Z,2020-10-02T23:58:59Z,2022-04-14T12:40:33Z,2022-04-14T12:40:33Z
MDU6SXNzdWU2MTU4NjYxNjE=,https://github.com/swagger-api/swagger-editor/issues/2147,2020-05-11T13:00:17Z,,2020-05-11T15:30:33Z,2020-05-27T15:57:50Z
MDU6SXNzdWU2MTc4OTE5MDY=,https://github.com/swagger-api/swagger-editor/issues/2149,2020-05-14T03:16:18Z,2020-10-06T22:43:52Z,2020-07-06T09:10:28Z,
MDU6SXNzdWU2MTk1MjQwOTM=,https://github.com/swagger-api/swagger-editor/issues/2153,2020-05-16T17:48:34Z,,2020-05-27T19:42:18Z,2020-05-27T19:42:18Z
MDU6SXNzdWU2MjAwNjY0MjI=,https://github.com/swagger-api/swagger-editor/issues/2154,2020-05-18T09:45:03Z,,2020-05-18T20:51:35Z,2020-05-18T20:51:35Z
MDU6SXNzdWU2MjA1NDAzOTQ=,https://github.com/swagger-api/swagger-editor/issues/2155,2020-05-18T22:18:41Z,,2020-05-19T05:56:44Z,2020-05-19T05:56:44Z
MDU6SXNzdWU2MjEzNDgxNjI=,https://github.com/swagger-api/swagger-editor/issues/2156,2020-05-19T23:26:33Z,,2020-05-19T23:33:05Z,2020-05-20T06:12:15Z
MDU6SXNzdWU2MjMzNzI1Mzc=,https://github.com/swagger-api/swagger-editor/issues/2157,2020-05-22T17:23:32Z,,2020-05-22T18:15:08Z,2020-05-22T18:15:08Z
MDU6SXNzdWU2MjMzNzY1MjU=,https://github.com/swagger-api/swagger-editor/issues/2158,2020-05-22T17:31:27Z,,2020-05-22T18:15:15Z,2020-05-22T18:15:15Z
MDU6SXNzdWU2MjU0NDY1MzA=,https://github.com/swagger-api/swagger-editor/issues/2160,2020-05-27T07:22:51Z,,2020-05-27T17:07:35Z,2020-05-27T17:07:35Z
MDU6SXNzdWU2MjU1NDE5MDI=,https://github.com/swagger-api/swagger-editor/issues/2161,2020-05-27T09:40:31Z,2020-05-27T09:40:51Z,,2020-05-27T22:56:06Z
MDU6SXNzdWU2Mjg0MDUyMTc=,https://github.com/swagger-api/swagger-editor/issues/2166,2020-06-01T12:35:26Z,,2020-06-01T14:00:18Z,
MDU6SXNzdWU2MzE3MTg5NjI=,https://github.com/swagger-api/swagger-editor/issues/2170,2020-06-05T16:09:21Z,,2020-06-05T18:15:33Z,2021-01-15T13:23:37Z
MDU6SXNzdWU2MzE5MzExMzE=,https://github.com/swagger-api/swagger-editor/issues/2171,2020-06-05T20:28:01Z,2020-10-02T23:58:31Z,2020-12-20T13:23:01Z,
MDU6SXNzdWU2MzQ5ODAzNjE=,https://github.com/swagger-api/swagger-editor/issues/2174,2020-06-08T22:40:03Z,2020-06-09T21:08:43Z,2020-10-22T13:15:14Z,2020-10-28T17:28:30Z
MDU6SXNzdWU2MzYxOTEzNDY=,https://github.com/swagger-api/swagger-editor/issues/2175,2020-06-10T12:05:46Z,2020-06-10T12:05:46Z,,2020-06-10T21:16:12Z
MDU6SXNzdWU2Mzg0MDYzOTg=,https://github.com/swagger-api/swagger-editor/issues/2177,2020-06-14T18:37:54Z,,2020-06-15T15:34:54Z,2020-06-23T02:35:36Z
MDU6SXNzdWU2NDAyMjQ4NDQ=,https://github.com/swagger-api/swagger-editor/issues/2180,2020-06-17T07:55:51Z,2020-10-06T22:41:39Z,2020-06-17T10:45:34Z,
MDU6SXNzdWU2NDE3NjY1OTE=,https://github.com/swagger-api/swagger-editor/issues/2183,2020-06-19T07:26:23Z,,2020-06-19T09:13:42Z,2020-06-19T09:13:43Z
MDU6SXNzdWU2NDM2NDI5MjA=,https://github.com/swagger-api/swagger-editor/issues/2184,2020-06-23T08:35:32Z,,2020-06-23T08:47:58Z,2020-06-23T08:47:58Z
MDU6SXNzdWU2NDQ2MzEyOTY=,https://github.com/swagger-api/swagger-editor/issues/2185,2020-06-24T13:50:03Z,2020-06-24T15:10:01Z,2020-06-24T15:06:55Z,2020-06-24T20:57:12Z
MDU6SXNzdWU2NDY4NTczMzY=,https://github.com/swagger-api/swagger-editor/issues/2187,2020-06-28T06:59:11Z,,2020-06-29T06:53:10Z,2020-06-29T06:53:10Z
MDU6SXNzdWU2NTEzMzAxNjI=,https://github.com/swagger-api/swagger-editor/issues/2189,2020-07-06T07:58:20Z,2020-10-06T22:40:33Z,,
MDU6SXNzdWU2NTQ4MjI3OTg=,https://github.com/swagger-api/swagger-editor/issues/2191,2020-07-10T14:29:55Z,,2020-07-20T06:32:21Z,2020-07-20T18:59:42Z
MDU6SXNzdWU2NTc4OTI5NzA=,https://github.com/swagger-api/swagger-editor/issues/2192,2020-07-16T06:39:15Z,,2020-07-16T07:38:03Z,2020-07-17T09:13:15Z
MDU6SXNzdWU2NjQwMTQ2Mjk=,https://github.com/swagger-api/swagger-editor/issues/2194,2020-07-22T20:01:25Z,,2020-09-16T12:53:55Z,2020-10-06T22:30:23Z
MDU6SXNzdWU2Njc4OTI0Nzc=,https://github.com/swagger-api/swagger-editor/issues/2195,2020-07-29T14:31:29Z,,2020-07-29T14:38:59Z,2020-07-29T14:38:59Z
MDU6SXNzdWU2Njg0NDM4NTg=,https://github.com/swagger-api/swagger-editor/issues/2196,2020-07-30T07:26:38Z,2020-10-06T22:39:05Z,2022-01-31T11:14:45Z,
MDU6SXNzdWU2NzkzMzgwNDY=,https://github.com/swagger-api/swagger-editor/issues/2198,2020-08-14T18:42Z,,2020-08-24T16:12:33Z,2020-08-24T16:12:33Z
MDU6SXNzdWU2ODQyOTExNTQ=,https://github.com/swagger-api/swagger-editor/issues/2213,2020-08-24T00:50:39Z,,2020-08-24T07:24:49Z,
